observation_date,NFCI
2020-10-16,-0.49764
2020-10-23,-0.50117
2020-10-30,-0.50944
2020-11-06,-0.52439
2020-11-13,-0.54405
2020-11-20,-0.56309
2020-11-27,-0.57921
2020-12-04,-0.59243
2020-12-11,-0.60256
2020-12-18,-0.61013
2020-12-25,-0.61701
2021-01-01,-0.62408
2021-01-08,-0.63064
2021-01-15,-0.63453
2021-01-22,-0.63593
2021-01-29,-0.63385
2021-02-05,-0.63242
2021-02-12,-0.63073
2021-02-19,-0.63020
2021-02-26,-0.63130
2021-03-05,-0.63577
2021-03-12,-0.64209
2021-03-19,-0.64883
2021-03-26,-0.65740
2021-04-02,-0.66672
2021-04-09,-0.67715
2021-04-16,-0.68591
2021-04-23,-0.69333
2021-04-30,-0.69900
2021-05-07,-0.70348
2021-05-14,-0.70532
2021-05-21,-0.70750
2021-05-28,-0.71026
2021-06-04,-0.71281
2021-06-11,-0.71317
2021-06-18,-0.71097
2021-06-25,-0.70691
2021-07-02,-0.69997
2021-07-09,-0.69148
2021-07-16,-0.68269
2021-07-23,-0.67419
2021-07-30,-0.66693
2021-08-06,-0.66021
2021-08-13,-0.65552
2021-08-20,-0.65295
2021-08-27,-0.65395
2021-09-03,-0.65575
2021-09-10,-0.65948
2021-09-17,-0.66342
2021-09-24,-0.66608
2021-10-01,-0.66756
2021-10-08,-0.66779
2021-10-15,-0.66536
2021-10-22,-0.65867
2021-10-29,-0.64457
2021-11-05,-0.62277
2021-11-12,-0.59503
2021-11-19,-0.56668
2021-11-26,-0.54176
2021-12-03,-0.52671
2021-12-10,-0.52745
2021-12-17,-0.53621
2021-12-24,-0.54966
2021-12-31,-0.56166
2022-01-07,-0.56757
2022-01-14,-0.56529
2022-01-21,-0.55616
2022-01-28,-0.53921
2022-02-04,-0.51662
2022-02-11,-0.48397
2022-02-18,-0.44243
2022-02-25,-0.39743
2022-03-04,-0.35793
2022-03-11,-0.32981
2022-03-18,-0.31792
2022-03-25,-0.31772
2022-04-01,-0.32054
2022-04-08,-0.31736
2022-04-15,-0.30147
2022-04-22,-0.27787
2022-04-29,-0.25243
2022-05-06,-0.23274
2022-05-13,-0.22069
2022-05-20,-0.21394
2022-05-27,-0.20334
2022-06-03,-0.18425
2022-06-10,-0.15583
2022-06-17,-0.12321
2022-06-24,-0.10152
2022-07-01,-0.09552
2022-07-08,-0.10614
2022-07-15,-0.13081
2022-07-22,-0.16180
2022-07-29,-0.18763
2022-08-05,-0.20426
2022-08-12,-0.21253
2022-08-19,-0.21120
2022-08-26,-0.20093
2022-09-02,-0.18181
2022-09-09,-0.15528
2022-09-16,-0.12238
2022-09-23,-0.08813
2022-09-30,-0.05753
2022-10-07,-0.04175
2022-10-14,-0.04194
2022-10-21,-0.05837
2022-10-28,-0.08410
2022-11-04,-0.11436
2022-11-11,-0.13994
2022-11-18,-0.15513
2022-11-25,-0.16041
2022-12-02,-0.16080
2022-12-09,-0.16256
2022-12-16,-0.17074
2022-12-23,-0.18649
2022-12-30,-0.21091
2023-01-06,-0.24082
2023-01-13,-0.26990
2023-01-20,-0.29541
2023-01-27,-0.31858
2023-02-03,-0.33361
2023-02-10,-0.33472
2023-02-17,-0.31772
2023-02-24,-0.27920
2023-03-03,-0.22614
2023-03-10,-0.16977
2023-03-17,-0.11963
2023-03-24,-0.09990
2023-03-31,-0.11107
2023-04-07,-0.13841
2023-04-14,-0.17463
2023-04-21,-0.20657
2023-04-28,-0.22376
2023-05-05,-0.22966
2023-05-12,-0.23202
2023-05-19,-0.23466
2023-05-26,-0.24017
2023-06-02,-0.24753
2023-06-09,-0.25085
2023-06-16,-0.25045
2023-06-23,-0.24933
2023-06-30,-0.24860
2023-07-07,-0.25356
2023-07-14,-0.26794
2023-07-21,-0.28653
2023-07-28,-0.30496
2023-08-04,-0.32243
2023-08-11,-0.33594
2023-08-18,-0.34619
2023-08-25,-0.35604
2023-09-01,-0.36580
2023-09-08,-0.37270
2023-09-15,-0.37376
2023-09-22,-0.36690
2023-09-29,-0.35258
2023-10-06,-0.33729
2023-10-13,-0.32584
2023-10-20,-0.32260
2023-10-27,-0.32940
2023-11-03,-0.34348
2023-11-10,-0.35980
2023-11-17,-0.37403
2023-11-24,-0.38610
2023-12-01,-0.39504
2023-12-08,-0.40496
2023-12-15,-0.41694
2023-12-22,-0.43114
2023-12-29,-0.44528
